Sols;Na2O;MgO;Al2O3;SiO2;P2O5;SO3;Cl;K2O;CaO;TiO2;Cr2O3;MnO;FeO;Ni;Zn;Br;Amorphous;Pyroxene;Sulfate;Magnetite;Hematite;Feldspar;Plagioclase;Clay;Rank;Latitude;Longitude
1811;2.13;4.18;9.52;51.79;0.99;2.78;0.88;0.91;2.28;1.16;0.34;0.12;22.52;982;2108;176;45.02;5.02;6.01;0;4.52;2.48;20.49;16.47;517;-4.723678141;137.3727522
1811;2.31;5.04;9.59;50.48;0.97;3.8;0.93;0.9;2.73;1.12;0.32;0.1;21.33;1101;1946;85;44.84;4.36;6.09;0;4.74;2.48;20.49;17;518;-4.723678141;137.3727522
1814;2.59;5.94;8.79;47;0.85;5.25;2.1;0.79;3.73;1.14;0.32;0.12;20.98;1034;1320;447;44.29;5.02;6.01;0;4.54;2.37;20.77;17;519;-4.723716707;137.3728324
1816;2.44;4.69;9.57;50.06;0.98;3.78;1.33;0.81;2.46;1.09;0.32;0.09;22.08;949;1142;116;43.72;5.59;6.01;0;4.54;2.37;20.77;17;520;-4.723872001;137.3728629
1818;2.69;6.68;8.65;45.27;0.84;6.08;1.93;0.75;4.45;1.08;0.33;0.13;20.83;924;1044;287;43.92;5.88;5.89;0;4.54;2.37;21.02;16.39;521;-4.723872001;137.3728629
1818;3.08;4.27;9.05;47.06;0.82;6.04;2.64;0.86;3.76;1.07;0.32;0.11;20.55;949;1054;272;43.04;6.48;5.85;0;4.74;2.48;21.02;16.39;522;-4.723872001;137.3728629
1818;2.65;4.63;9.3;49.63;0.91;4;1.96;0.9;2.68;1.14;0.32;0.07;21.5;926;1159;156;43.36;6.48;5.85;0;4.99;2.58;21.05;15.68;523;-4.723872001;137.3728629
1821;2.54;5.99;8.66;46.27;0.96;6.66;1.77;0.81;4.38;1.04;0.3;0.13;20.14;991;1013;555;43.16;6.69;5.8;0;4.99;2.58;21.09;15.68;524;-4.724104917;137.3726687
1821;2.75;4.83;9.01;47.19;0.86;6.59;2.78;0.98;4.4;1.07;0.31;0.12;18.78;920;941;379;43.45;6.69;5.8;0;4.99;2.58;21.12;15.36;525;-4.724104917;137.3726687
1824;2.49;6.53;8.69;45.41;0.93;7.47;1.1;0.78;5.57;1.02;0.3;0.3;19.08;777;916;187;43.03;7.07;5.66;0;4.99;2.58;21.3;15.36;526;-4.724743536;137.3724944
1824;2.37;5.69;8.96;46.65;0.93;8.46;0.88;0.96;5.19;1.05;0.3;0.25;18.03;808;962;323;43.27;6.69;5.8;0;4.99;2.58;21.3;15.36;527;-4.724743536;137.3724944
1829;2.53;6.73;8.78;45.92;0.89;6.83;0.85;0.69;4.9;1.16;0.36;0.23;19.89;716;1045;68;42.95;6.69;5.8;0;4.99;2.58;21.3;15.68;528;-4.725301059;137.3728606
1830;2.77;6.48;8.01;42.09;1;8.23;1.69;0.62;5.45;1.05;0.33;0.09;21.96;767;732;452;42.95;6.69;5.8;0;4.99;2.58;21.3;15.68;529;-4.724985073;137.3733348
1834;2.88;5.64;8.84;46.64;0.89;7.13;2.01;0.96;4.62;1.04;0.27;0.23;18.6;881;935;223;42.53;6.69;5.8;0;4.74;2.48;21.48;16.28;530;-4.725076748;137.3734953
1836;2.63;5.47;8.64;45.34;1.14;6.65;2.31;1.09;3.93;1.04;0.3;0.26;20.92;752;1239;146;42.4;6.69;5.8;0;4.54;2.25;21.54;16.77;531;-4.725269781;137.3736174
1836;2.44;5.48;9.18;47.27;1.21;6.42;1.1;1.02;4.01;1.03;0.29;0.26;20;738;1182;88;43.09;6.17;5.9;0;4.54;1.98;21.54;16.77;532;-4.725269781;137.3736174
1838;2.3;5.79;8.88;47.89;0.89;6.2;0.92;1.01;4.57;1.09;0.34;0.25;19.55;829;1374;176;42.6;6.69;5.8;0;4.54;1.98;21.61;16.77;533;-4.725487226;137.3740503
1838;2.53;6.28;9;46.38;0.83;7.44;1.15;0.93;5.09;1.09;0.32;0.37;18.27;868;1410;83;42.64;7.07;5.66;0;4.32;1.82;21.61;16.88;534;-4.725487226;137.3740503
1845;2.72;6.83;8.85;44.9;0.96;6.38;1.88;0.87;4.59;1.06;0.33;0.34;19.96;805;1331;140;42.36;7.48;5.66;0;4.2;1.82;21.61;16.88;535;-4.725486703;137.3740498
1853;2.42;5.46;9.3;49.79;0.89;4.57;0.73;1.06;3.26;1.07;0.3;0.3;20.59;949;968;96;42.29;7.48;5.66;0;4.2;1.74;21.61;17.03;536;-4.72636276;137.3740862
1863;2.4;6.15;9;45.87;1.03;5.45;1.04;0.88;3.89;0.95;0.33;0.21;22.41;781;722;119;42.01;7.48;5.66;0;4.37;1.98;21.62;16.88;537;-4.72636276;137.3740862
1863;2.38;5.39;9;48.36;0.85;6.6;0.82;1.04;4.33;1.06;0.3;0.3;19.32;884;896;80;41.8;7.48;5.66;0;4.37;2.09;21.61;16.99;538;-4.72636276;137.3740862
1865;2.6;6.8;9.15;44.35;0.86;7.76;0.64;0.75;6.92;1;0.36;0.3;18.31;702;668;41;42.64;6.88;5.66;0;4.41;2.02;21.62;16.77;539;-4.726457674;137.3736716
1865;2.38;6.01;8.68;44.47;0.9;9.21;1.05;0.94;6.06;0.97;0.32;0.27;18.27;841;819;69;42.73;7.18;5.45;0;4.72;2.12;21.68;16.11;540;-4.726457674;137.3736716
1865;2.34;6.17;8.74;43.5;0.81;9.6;0.78;0.87;6.86;0.93;0.31;0.2;18.56;696;852;90;42.76;6.88;5.45;0;5;2.12;21.68;16.11;541;-4.726457674;137.3736716
1865;2.55;6.79;9.13;46.59;1;5.72;0.94;0.89;4.02;1.1;0.32;0.26;20.42;834;939;92;43.76;7.05;5.22;0;4.74;2.09;21.78;15.36;542;-4.726457674;137.3736716
1868;2.54;6.65;8.7;44.63;0.94;7.39;0.87;0.91;5.75;1.06;0.33;0.39;19.54;852;981;353;43.54;7.05;5.22;0;4.58;1.83;21.84;15.96;543;-4.726644111;137.3739913
1870;2.56;6.34;7.83;41.81;1.34;5.66;2.72;0.85;4.66;0.92;0.3;0.37;24.37;721;688;516;43.52;7.41;5.14;0;4.58;1.55;21.85;15.96;544;-4.726765546;137.3742571
1870;2.82;5.68;8.49;45;0.8;9.21;1.84;0.94;6.09;1;0.3;0.38;17.18;739;972;80;43.58;7.41;5.14;0;4.58;1.55;21.85;15.89;545;-4.726765546;137.3742571
1875;2.7;5.79;9.15;46.16;0.73;5.68;2.04;1.16;4.28;1.15;0.32;0.31;20.27;822;1096;29;44.36;7.05;5.22;0;4.74;1.81;21.85;14.98;546;-4.726891384;137.3743902
1875;2.38;5.54;8.75;46.04;0.94;7.89;0.84;1.02;4.71;1.05;0.3;0.41;19.87;825;960;117;44.42;7.41;5.14;0;4.58;1.48;22;14.98;547;-4.726891384;137.3743902
1879;2.59;5.25;9.41;49.47;0.85;6.67;1.56;1.04;4.22;1;0.28;0.26;17.21;642;650;41;44.01;7.48;5.11;0;4.58;1.48;22.63;14.7;548;-4.727165464;137.3741832
1879;2.87;5.56;9.29;49.33;0.85;6.18;1.76;1.15;3.28;1;0.28;0.26;17.94;838;903;54;43.66;8;5.09;0;4.49;1.43;22.63;14.7;549;-4.727165464;137.3741832
1885;2.49;5.61;9.36;50.05;0.84;6.23;1.23;1.09;3.73;1.01;0.29;0.32;17.48;920;987;44;46.09;8;5.09;0.03;4.49;1.43;22.02;12.86;550;-4.727165464;137.3741832
1885;2.74;5.58;9.98;50.37;0.9;5.85;1.69;1;3.59;0.98;0.28;0.24;16.57;903;822;46;47.5;8.75;5.07;0.09;4.49;1.43;22.07;10.6;551;-4.727165464;137.3741832
1889;2.48;5.15;8.92;44.95;0.98;10.72;1.4;0.94;6.5;0.92;0.25;0.15;16.24;752;756;115;47.49;8.75;5.07;0.09;4.58;1.43;22.63;9.97;552;-4.727594534;137.3742291
1892;2.72;5.35;10.21;52.28;0.72;5.75;1.23;1.17;3.47;1;0.29;0.09;15.52;867;548;24;47.42;8;4.97;0.18;4.58;1.43;23.58;9.84;553;-4.72831533;137.3745784
1893;2.86;5.53;9.93;50.01;0.81;5.74;1.72;1.17;3.7;1.04;0.3;0.1;16.85;1004;589;56;47.18;7.48;4.97;0.18;4.58;1.43;24.33;9.84;554;-4.72831533;137.3745784
1895;2.47;5.75;8.94;47.82;0.83;5.62;1.88;1.17;2.99;1.03;0.29;0.38;20.52;993;1304;112;47.16;7.41;4.87;0.18;4.58;1.4;24.74;9.66;555;-4.728286532;137.3748789
1897;2.58;5.57;9.59;48.64;0.73;6.86;1.67;1.04;4.47;1.07;0.3;0.19;17.04;886;717;20;47.05;7.16;4.87;0.18;4.74;1.4;24.94;9.66;556;-4.728258308;137.3753044
1897;2.78;5.19;10.13;51.52;0.77;5.3;1.49;0.95;3.33;1.04;0.29;0.16;16.79;639;521;64;47;7.16;4.8;0.32;4.74;1.4;25.15;9.43;557;-4.728258308;137.3753044
1897;2.59;9.36;9.39;43.11;0.81;3.85;0.58;0.44;7.38;1.01;0.56;0.45;20.33;504;254;25;45.59;7.41;4.62;1.85;4.74;1.4;25.15;9.24;558;-4.728258308;137.3753044
1902;2.42;9.16;9.47;44.75;0.81;3.29;0.5;0.49;7.29;0.88;0.57;0.41;19.76;511;227;21;44.69;7.48;4.62;2.68;4.74;1.4;25.15;9.24;559;-4.728672026;137.3754786
1902;2.62;9.44;9.63;43.72;0.79;3.5;0.54;0.45;7.45;0.93;0.5;0.43;19.88;478;218;30;45;7.48;4.62;2.68;4.74;1.4;25.15;8.93;560;-4.728672026;137.3754786
1904;2.84;5.42;9.73;49.4;0.78;7.16;1.17;0.79;4.4;0.91;0.29;0.1;16.78;878;812;79;44.22;8;4.42;3.27;4.58;1.4;25.45;8.67;561;-4.72865944;137.375406
1904;2.62;5.11;10.11;52.54;0.77;5.66;1.24;0.8;3.6;0.94;0.32;0.09;15.91;1029;914;86;45.23;7.48;4.59;2.68;4.63;1.28;25.45;8.67;562;-4.72865944;137.375406
1906;2.67;5.23;9.52;48.85;0.61;8.44;1.5;1.08;4.38;1.02;0.32;0.14;15.98;846;838;118;44.71;8;4.59;2.68;4.63;1.28;25.45;8.67;563;-4.72862828;137.375638
1907;2.63;5.37;9.55;49.26;0.7;7.9;1.71;1.02;4.65;1;0.28;0.15;15.51;866;903;101;44.59;8.51;4.59;2.53;4.54;1.12;25.45;8.67;564;-4.72862828;137.375638
1911;2.63;5.46;9.46;48.93;0.8;7.61;0.99;0.98;4.76;0.89;0.28;0.11;16.8;898;1308;55;44.51;8.51;4.59;2.53;4.63;1.12;25.45;8.67;565;-4.728596445;137.3753223
1921;2.74;6.63;10.19;51.32;1.16;4.38;1.2;0.8;3.54;0.99;0.3;0.13;16.43;663;505;87;45.74;8.51;4.59;2.53;4.63;1.02;25.68;7.3;566;-4.728668753;137.375377
1921;2.68;5.92;9.68;51.52;1.05;4.74;1.22;1;2.94;0.86;0.32;0.13;17.64;871;645;105;45.94;8.75;4.42;3.03;4.63;1.01;25.9;6.33;567;-4.728668753;137.375377
1921;2.55;6.7;9.47;47.67;1.01;3.49;0.95;0.6;3.84;0.89;0.28;0.14;22.22;640;590;38;45.51;8.75;4.59;2.53;4.63;1.01;25.68;7.3;568;-4.728668753;137.375377
1921;2.6;6.26;9.67;51.09;0.96;4.85;1.25;0.86;2.63;0.79;0.28;0.08;18.44;1117;565;76;46.67;7.75;4.7;2.05;4.63;1.01;25.9;7.3;569;-4.728668753;137.375377
1921;2.57;6.17;9.88;53.36;1.24;4.39;1.26;0.9;2.65;0.85;0.35;0.1;15.87;946;639;124;47.88;6.91;4.79;1.61;4.63;0.89;25.9;7.4;570;-4.728668753;137.375377
1922;2.68;5.45;9.87;50.44;0.73;6.81;1.29;0.83;4.39;0.9;0.31;0.11;15.9;1038;1123;108;49.17;6.44;4.94;0.65;4.63;0.89;25.9;7.4;571;-4.728668753;137.375377
1925;2.51;6.07;9.41;48;0.82;7.6;1.12;0.86;5.36;0.96;0.3;0.17;16.52;935;1069;135;49.44;6.44;4.94;0.65;4.57;0.76;25.81;7.4;572;-4.72872758;137.3755415
1927;2.54;6.44;9.86;50.47;0.75;6.47;1.17;1;3.8;1;0.28;0.2;15.71;968;1159;101;49.32;6.44;5.01;0;4.54;0.42;25.45;8.82;573;-4.72872758;137.3755415
1929;2.8;5.41;10.64;54.26;0.65;3.12;0.85;1.07;3.03;1.01;0.32;0.16;16.43;904;818;22;49.86;6.47;5.01;0;4.18;0.51;25.15;8.82;574;-4.728984537;137.3759625
1931;2.58;4.03;9.92;51.72;0.89;7.91;1.57;0.94;4.54;1;0.3;0.11;14.25;833;665;165;49.88;6.47;5.01;0.65;4.18;0.76;24.93;8.12;575;-4.72929008;137.3760801
1932;3.26;6.57;10.48;52.34;1.07;7.22;1.68;0.97;4.21;1.09;0.36;0.21;10.17;1832;688;217;48.59;7.69;4.87;1.61;3.82;0.76;24.82;7.85;576;-4.72929008;137.3760801
1934;2.61;5.41;9.35;47.64;0.7;6.89;1.52;0.85;3.9;0.91;0.25;0.07;19.59;1293;787;156;48.67;7.69;4.87;1.61;3.82;0.68;24.82;7.85;577;-4.72929008;137.3760801
1934;2.46;4.06;9.65;50.78;0.74;9.02;1.62;0.95;4.98;0.96;0.31;0.1;14.12;925;644;148;49.02;7.77;4.87;1;3.82;0.68;24.72;8.12;578;-4.72929008;137.3760801
1937;2.23;3.98;8.34;43.22;0.79;16.31;1.38;0.71;9.04;0.81;0.29;0.08;12.62;686;542;142;50.05;6.81;4.75;1;3.82;0.68;25.04;7.85;579;-4.72929008;137.3760801
1937;2;4.09;6.97;35.73;0.73;23.27;1.06;0.53;12.91;0.65;0.2;0.1;11.43;587;503;121;49.12;7.77;4.71;1;3.82;0.68;25.04;7.86;580;-4.72929008;137.3760801
1937;2.18;4.27;7.43;35.4;0.89;22.61;1.17;0.59;13.09;0.8;0.3;0.08;11.02;471;419;113;50.39;6.92;4.75;0.59;3.82;0.68;24.72;8.12;581;-4.72929008;137.3760801
1937;2.07;4.39;7.16;37.03;0.72;21.08;1.08;0.56;12.3;0.79;0.28;0.13;12.2;581;486;135;50.21;6.88;4.99;0.24;3.55;0.51;24.72;8.89;582;-4.72929008;137.3760801
1938;2.67;6.08;9.2;47.65;0.99;8.13;1.42;0.86;4.47;0.92;0.27;0.1;16.9;1768;695;151;49.74;6.88;5.21;0.24;3.82;0.68;24.54;8.89;583;-4.72929008;137.3760801
1940;2.44;7.17;9.67;48.34;0.93;5.37;1.17;0.69;4.22;1;0.35;0.33;17.88;797;1286;111;48.59;6.88;5.21;0;4.04;0.84;24.34;10.1;584;-4.729378077;137.376072
1940;2.44;7.1;9.45;48.88;0.9;6.04;1.15;0.74;4.29;1;0.33;0.35;17.03;906;1214;118;48.15;6.69;5.23;0;4.04;0.84;24.25;10.8;585;-4.729378077;137.376072
1940;2.56;6.16;10.25;50.55;0.81;5.26;1.44;1.02;4.22;1.16;0.35;0.12;15.76;1024;1223;87;47.87;6.69;5.32;0;3.55;0.84;24.25;11.48;586;-4.729378077;137.376072
1943;2.41;6.49;9.38;49.11;0.62;6.48;1.29;0.75;4.37;0.95;0.29;0.27;17.3;904;1122;125;47.92;6.35;5.32;0;3.83;0.84;24.25;11.48;587;-4.729596265;137.3763844
1945;2.49;4.91;9.9;50.46;0.84;5.88;1.33;0.83;4.4;1.06;0.34;0.11;17.17;869;397;140;48.6;6.35;5.32;0;3.83;0.8;24.3;10.8;588;-4.729821319;137.3762842
1947;2.62;5.98;9.62;49.51;0.72;5.28;1.55;0.72;3.99;1.1;0.33;0.1;18.23;891;781;158;48.87;6.35;5.23;0;3.65;0.8;24.3;10.8;589;-4.729268165;137.3768003
1947;2.56;5.81;9.62;48.72;0.8;5.54;1.67;0.79;3.55;1.1;0.33;0.09;19.16;899;839;78;48.8;6.69;5.12;0;3.65;0.8;24.37;10.57;590;-4.729268165;137.3768003
1950;2.04;3.81;8.92;48.61;1.02;15.44;0.9;0.58;7.74;1;0.36;0.11;9.13;341;1039;84;49.25;6.88;4.99;0;3.65;0.95;24.37;9.91;591;-4.729128207;137.3771044
1954;2.62;5.73;9.23;48.26;0.73;6.95;1.59;0.98;4.41;1;0.31;0.1;17.81;1020;752;136;49.83;7.03;4.9;0.24;3.7;0.95;24.54;8.81;592;-4.728805;137.3772086
1954;2.65;5.55;9.27;48.74;0.73;6.4;1.71;0.99;4.29;1.06;0.3;0.12;17.92;1088;782;108;49.68;7.03;4.86;0.24;3.7;0.95;24.72;8.81;593;-4.728805;137.3772086
1959;2.5;5.59;9.44;47.59;0.75;6.8;1.71;1.05;4.24;1.15;0.3;0.12;18.51;1004;870;121;49.83;7.03;4.86;0.24;3.55;0.95;24.72;8.81;594;-4.728805;137.3772086
1963;2.71;4.87;9.15;46.99;1.04;9.94;1.4;0.94;5.67;0.84;0.28;0.12;15.73;829;1088;116;49.68;7.03;4.86;0.24;3.55;0.8;25.03;8.81;595;-4.728507098;137.3776057
1963;2.72;4.63;9.52;50.2;0.76;7.99;1.54;1;4.96;0.93;0.3;0.12;15.03;979;1248;104;48.96;6.9;4.94;0;3.73;0.58;24.98;9.91;596;-4.728507098;137.3776057
1966;2.71;5.24;9.64;49.34;0.77;7.57;1.24;0.96;4.47;0.88;0.26;0.11;16.55;896;911;80;49.22;6.9;4.94;0;3.73;0.32;24.98;9.91;597;-4.728507098;137.3776057
1966;2.63;5.26;9.66;50.53;0.73;8.26;1.33;1;4.67;0.9;0.29;0.14;14.26;1040;1152;127;50.02;6.78;4.94;0;3.58;0.11;25.29;9.28;598;-4.728507098;137.3776057
1969;2.85;7.55;10.44;47.47;0.76;3.4;0.57;0.59;7.14;0.93;0.46;0.36;17.37;443;250;23;49.91;6.9;4.94;0;3.58;0.11;25.29;9.28;599;-4.728507098;137.3776057
1971;2.58;8.78;9.41;45.2;0.75;3.45;0.53;0.46;7.21;0.93;0.51;0.41;19.65;488;241;31;48.73;6.9;4.96;0;3.54;0.02;25.29;10.57;600;-4.728507098;137.3776057
1972;2.66;5.23;10.12;52.07;0.74;6.96;1.23;0.9;4.53;0.95;0.29;0.15;13.88;904;1110;114;48.8;6.93;4.93;0;3.46;0.02;25.29;10.57;601;-4.728507098;137.3776057
1972;2.57;5.99;9.22;47.41;0.87;9.93;1.28;0.94;5.74;0.87;0.29;0.16;14.36;1024;1144;122;49.94;7.07;4.86;0;3.54;0.11;25.2;9.28;602;-4.728507098;137.3776057
1975;2.11;5.78;7;34.81;0.62;19.7;0.72;0.41;12.63;0.74;0.38;0.22;14.7;482;450;65;50.66;7.31;4.81;0;3.54;0.11;25.45;8.12;603;-4.728507098;137.3776057
1975;2.62;5.92;9.52;49.66;0.79;8.35;1.18;0.95;5.53;0.99;0.3;0.14;13.75;1087;1012;118;50.83;7.14;4.81;0;3.54;0.11;25.45;8.12;604;-4.728507098;137.3776057
1978;2.71;4.07;8.81;45.06;0.66;10.03;1.04;0.91;7.14;0.9;0.29;0.13;17.9;1043;1162;129;50.61;7.37;4.79;0;3.54;0.11;25.45;8.12;605;-4.728507098;137.3776057
1979;2.74;6.41;9.83;50.02;0.78;6.16;1.25;0.94;4.6;1.04;0.32;0.18;15.45;984;1002;91;49.83;7.66;4.77;0.26;3.58;0.32;25.45;8.12;606;-4.728507098;137.3776057
1980;2.66;5.16;9.51;50.3;0.71;7.83;1.3;0.91;4.94;0.94;0.31;0.14;14.93;1075;1002;102;48.96;7.66;4.77;0.26;3.54;0.33;25.2;9.28;607;-4.728507098;137.3776057
1984;2.9;4.78;9.97;50.59;0.57;6.62;1.15;1.04;4.79;1;0.31;0.14;15.8;1011;988;91;49.26;7.66;4.77;0.26;3.46;0.19;25.07;9.34;608;-4.728507098;137.3776057
1988;2.82;6.33;9.08;46.28;0.86;8.77;1.71;1.2;4.75;0.86;0.27;0.11;16.51;746;1342;38;47.76;8.01;4.77;0.26;3.5;0.33;24.82;10.56;609;-4.727474381;137.3782727
1988;2.73;6.1;9.45;48.03;0.83;7.06;1.74;0.99;4.34;0.95;0.29;0.11;17.01;832;1602;23;48.27;7.66;4.79;0;3.58;0.4;24.63;10.65;610;-4.727474381;137.3782727
1991;2.38;5;9.54;50.45;0.52;6.01;1.09;0.99;4.76;1.14;0.29;0.28;17.18;879;1037;37;48.07;7.66;4.86;0;3.61;0.4;24.63;10.76;611;-4.726919726;137.3786895
1993;2.49;5.14;10.03;50.17;0.9;5.84;1.16;1.03;4.3;1.08;0.28;0.21;17.11;640;1145;62;46.79;7.37;4.93;0;3.98;0.72;24.36;11.83;612;-4.726826196;137.3789228
1995;2.7;5.46;9.32;48.86;0.77;7.02;1.24;1.02;4.65;0.99;0.27;0.29;17.15;817;981;22;46.1;7.37;5.01;0;4.36;0.86;23.48;12.82;613;-4.726439083;137.3793356
1995;2.8;5.52;9.23;48.57;0.81;7.01;1.72;1.01;4.53;0.96;0.27;0.28;17.02;704;845;36;47.11;7.37;4.89;0;4.47;1.02;24.36;10.76;614;-4.726439083;137.3793356
2000;2.66;6.01;9.2;48.69;0.89;5.4;1.06;1;4.02;1.01;0.32;0.33;19.05;836;1014;40;45.63;7.37;4.89;0;4.47;1.02;23.8;12.82;615;-4.725590626;137.379957
2001;2.53;5.34;8.75;46.32;0.9;8.82;1.07;0.96;6.05;0.96;0.26;0.32;17.46;722;887;34;46.9;7.66;4.82;0;4.47;1.02;24.36;10.76;616;-4.725590626;137.379957
2001;2.42;5.37;8.55;45.64;0.88;9.54;1.03;0.91;6.43;0.98;0.3;0.31;17.39;750;951;78;46.9;7.66;4.82;0;4.47;1.02;24.36;10.76;617;-4.725590626;137.379957
2005;2.82;6.01;8.96;46.99;0.8;5.66;1.9;1.03;3.54;1.06;0.3;0.25;20.39;1003;1043;71;46.09;8.21;4.82;0.26;4.47;1.02;24.36;10.76;618;-4.724767763;137.3803629
2005;2.85;4.99;8.78;47.57;0.79;5.55;2.4;1.1;3.4;1.05;0.31;0.25;20.68;1035;1080;82;46.12;8.67;4.82;0.26;3.99;1.02;24.36;10.76;619;-4.724767763;137.3803629
2008;2.8;5.49;9.49;46.25;1.49;4.67;2.25;1.06;2.97;1.04;0.28;0.2;21.76;865;869;27;45.5;8.85;4.78;0.56;3.99;1.02;24.63;10.65;620;-4.725043395;137.3808212
2008;2.69;5.59;8.92;47.31;0.99;5.83;2.05;1.05;3.3;1;0.3;0.25;20.47;1011;881;35;45.92;8.23;4.78;0.85;3.99;1.02;24.63;10.56;621;-4.725043395;137.3808212
2013;2.79;6.08;7.09;35.54;2.13;7.9;2.12;0.7;3.25;0.79;0.27;0.25;30.64;747;985;503;46.95;8.23;4.74;0.85;3.49;0.54;24.63;10.56;622;-4.725289402;137.381546
2013;2.64;5.05;9.8;51.08;0.87;4.94;0.74;1.03;3.87;1.03;0.3;0.27;18.1;921;952;56;47.92;7.98;4.74;0.85;3.21;0.1;24.63;10.56;623;-4.725289402;137.381546
2014;2.52;6.26;8.97;45.18;0.96;8.49;0.7;0.73;7.18;1;0.36;0.31;17.12;711;694;61;47.98;8.85;4.66;1.76;2.53;0;24.74;9.5;624;-4.725289402;137.381546
2015;2.91;4.93;14.09;46.61;0.5;2.11;0.34;0.1;10.79;0.86;0.05;0.38;16.26;28;64;12;48.96;9.11;3.26;3.11;1.89;0;24.17;9.5;625;-4.725488998;137.3816492
2015;6.31;2.97;15.9;51.79;0.6;2.23;0.55;1.89;5.86;0.6;0.03;0.19;10.98;51;319;33;49.99;9.11;1.93;4.3;1.7;0;24.17;8.8;626;-4.725488998;137.3816492
2018;3.73;5.65;11.56;43.74;1.27;8.36;1.36;0.71;8.22;0.86;0.08;0.29;13.94;81;377;71;48.5;10.48;1.89;5.62;1.54;0;24.89;7.09;627;-4.725463085;137.3817294
2018;4.02;4.77;13.22;49.03;1.25;6.3;1.08;0.74;7.41;0.74;0.06;0.24;11.04;120;325;31;48.38;11.53;1.89;6.44;1.54;0;25.28;4.94;628;-4.725463085;137.3817294
2018;4.26;4.3;14.42;44.95;1.29;7.91;1.14;1.21;7.27;0.4;0.04;0.22;12.5;96;263;39;46.31;13.74;1.54;6.64;1.54;0;26.36;3.87;629;-4.725463085;137.3817294
2018;2.88;3.23;7.76;66.41;0.9;7.65;0.87;0.96;5.29;0.46;0.11;0.14;3.27;16;121;98;40.3;16.98;1.51;8.04;1.51;0;27.79;3.87;630;-4.725463085;137.3817294
2018;3.14;3.03;8.28;61.08;1.17;9.8;1.01;1.23;6.27;0.52;0.04;0.15;3.96;5;116;111;38.71;17.8;1.51;8.81;1.51;0;27.79;3.87;631;-4.725463085;137.3817294
2018;3.32;2.43;9.18;61.77;0.78;9.72;0.87;1.6;6.27;0.39;0.05;0.13;3.36;33;136;83;39.66;18.25;1.19;9.56;1.01;0;28.57;1.77;632;-4.725463085;137.3817294
2019;4.03;2.44;10.05;65.62;1.07;3.35;0.91;1.75;2.5;1.24;0.1;0.08;6.58;172;380;114;39.61;18.81;1.11;9.84;0.28;0;28.57;1.77;633;-4.725463085;137.3817294
2019;2.49;10.12;9.09;43.62;0.84;5.46;1.5;0.43;5.88;0.84;0.41;0.43;18.74;486;360;243;39.28;19.45;0.92;9.99;0.02;0;28.57;1.77;634;-4.725463085;137.3817294
2019;3.07;7.1;9.59;43.98;1.07;3.29;0.97;2.4;6.37;0.91;0.34;0.48;20.14;363;1262;34;39.28;19.45;0.92;9.99;0.02;0;28.57;1.77;635;-4.725463085;137.3817294
2022;4.54;4.38;15.16;48.39;1.55;4.26;0.95;0.63;7.27;1.33;0.13;0.17;10.92;99;199;36;38.55;18.81;1.11;9.84;0.02;0;27.79;3.87;636;-4.725394337;137.3815634
2022;3.67;6.16;11.7;46.97;0.95;5.65;1.63;0.53;5.92;0.72;0.11;0.2;15.7;157;302;84;39.36;18.25;1.19;9.52;0.02;0;27.04;4.63;637;-4.725394337;137.3815634
2022;4.23;4.86;14.06;49.09;0.77;4.95;1.54;0.73;6.09;0.58;0.08;0.16;12.75;52;258;54;40.27;17.8;1.19;9.52;0.28;0;26.31;4.63;638;-4.725394337;137.3815634
2022;3.8;6.45;11.99;45.73;0.93;5.6;1.48;0.46;6.25;0.86;0.11;0.25;15.98;146;325;95;40.89;16.67;1.51;8.81;1.03;0;25.28;5.81;639;-4.725394337;137.3815634
2022;3.45;6.78;11.38;46.35;0.7;4.82;1.25;0.59;5.58;0.59;0.16;0.33;17.82;187;270;64;44.24;14.56;1.51;7.42;0.26;0;24.17;7.83;640;-4.725394337;137.3815634
2022;5.75;3.89;14.44;49.71;1.28;2.51;0.89;2.35;6.72;0.72;0.04;0.24;11.36;59;185;60;43.15;14.56;1.83;7.42;1.03;0;22.72;9.3;641;-4.725394337;137.3815634
2025;2.37;11.49;8.29;43.44;0.7;2.57;0.41;0.33;6.84;0.9;0.51;0.43;21.58;768;154;31;42.03;14.56;1.95;7.42;1.74;0.23;21.92;10.15;642;-4.725195551;137.3814946
2026;2.49;10.13;8.86;43.9;0.76;3.08;0.48;0.38;7.24;1.05;0.64;0.43;20.45;448;215;26;39.81;14.56;2.31;7.42;1.98;0.76;21.76;11.4;643;-4.725195551;137.3814946
2029;2.98;4.99;9.07;47.19;0.8;6.65;2.45;0.96;3.33;1.07;0.32;0.2;19.72;992;1093;38;43.8;12.48;3.97;3.22;2.11;1.13;20.96;12.33;644;-4.724632511;137.3801666
2032;2.73;6.02;9.56;46.95;0.77;6.46;1.86;1.01;3.55;1.08;0.31;0.23;19.19;859;1145;35;52.14;6.15;5.67;0;2.67;1.49;20.15;11.73;645;-4.724680795;137.3799413
2038;2.76;5.38;9.09;46.81;1.11;5.48;1.7;0.82;3.15;1.05;0.32;0.1;21.9;838;1229;148;50;4.64;6.15;0;4.01;1.8;20.04;13.36;646;-4.723921364;137.3791327
